filename,start time,end time,freq. band (Hz),number of peaks,peaks freq. (Hz),SPL (dB),SNLD (dB),AIS
./to_push/data/2017-ULU01_0+1_20170728_193602.wav,2017-07-28 19:36:02,2017-07-28 19:37:42,50.0 - 1000.0,2,"[96.5, 150.2]",93.0,[5.3  7.27],None
./to_push/data/2017-ULU01_0+1_20170728_193602.wav,2017-07-28 19:37:42,2017-07-28 19:39:22,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_193602.wav,2017-07-28 19:39:22,2017-07-28 19:41:02,50.0 - 1000.0,0,[],94.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_230602.wav,2017-09-30 23:06:02,2017-09-30 23:07:42,50.0 - 1000.0,0,[],97.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_230602.wav,2017-09-30 23:07:42,2017-09-30 23:09:22,50.0 - 1000.0,0,[],96.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_230602.wav,2017-09-30 23:09:22,2017-09-30 23:11:02,50.0 - 1000.0,0,[],96.0,[],None
./to_push/data/2017-ULU01_0+1_20170809_060602.wav,2017-08-09 06:06:02,2017-08-09 06:07:42,50.0 - 1000.0,4,"[113.1, 132.3, 138.3, 374.6]",80.0,[1.88 2.03 6.16 5.08],None
./to_push/data/2017-ULU01_0+1_20170809_060602.wav,2017-08-09 06:07:42,2017-08-09 06:09:22,50.0 - 1000.0,4,"[132.3, 138.3, 150.2, 374.6]",80.0,[2.25 6.53 3.29 5.31],None
./to_push/data/2017-ULU01_0+1_20170809_060602.wav,2017-08-09 06:09:22,2017-08-09 06:11:02,50.0 - 1000.0,5,"[113.1, 132.3, 138.3, 150.9, 374.0]",81.0,[2.89 2.17 4.41 2.16 4.14],None
./to_push/data/2017-ULU01_0+1_20170726_113602.wav,2017-07-26 11:36:02,2017-07-26 11:37:42,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170726_113602.wav,2017-07-26 11:37:42,2017-07-26 11:39:22,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170726_113602.wav,2017-07-26 11:39:22,2017-07-26 11:41:02,50.0 - 1000.0,1,[151.6],94.0,[5.95],None
./to_push/data/2017-ULU01_0+1_20170930_213602.wav,2017-09-30 21:36:02,2017-09-30 21:37:42,50.0 - 1000.0,0,[],91.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_213602.wav,2017-09-30 21:37:42,2017-09-30 21:39:22,50.0 - 1000.0,0,[],91.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_213602.wav,2017-09-30 21:39:22,2017-09-30 21:41:02,50.0 - 1000.0,0,[],91.0,[],None
./to_push/data/2017-ULU01_0+1_20170725_180602.wav,2017-07-25 18:06:02,2017-07-25 18:07:42,50.0 - 1000.0,1,[163.5],94.0,[9.62],None
./to_push/data/2017-ULU01_0+1_20170725_180602.wav,2017-07-25 18:07:42,2017-07-25 18:09:22,50.0 - 1000.0,1,[139.0],93.0,[5.33],None
./to_push/data/2017-ULU01_0+1_20170725_180602.wav,2017-07-25 18:09:22,2017-07-25 18:11:02,50.0 - 1000.0,1,[122.4],93.0,[7.35],None
./to_push/data/2017-ULU01_0+1_20170728_190602.wav,2017-07-28 19:06:02,2017-07-28 19:07:42,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_190602.wav,2017-07-28 19:07:42,2017-07-28 19:09:22,50.0 - 1000.0,1,[175.5],87.0,[5.65],None
./to_push/data/2017-ULU01_0+1_20170728_190602.wav,2017-07-28 19:09:22,2017-07-28 19:11:02,50.0 - 1000.0,0,[],89.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_220602.wav,2017-09-30 22:06:02,2017-09-30 22:07:42,50.0 - 1000.0,0,[],91.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_220602.wav,2017-09-30 22:07:42,2017-09-30 22:09:22,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_220602.wav,2017-09-30 22:09:22,2017-09-30 22:11:02,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170727_233602.wav,2017-07-27 23:36:02,2017-07-27 23:37:42,50.0 - 1000.0,0,[],97.0,[],None
./to_push/data/2017-ULU01_0+1_20170727_233602.wav,2017-07-27 23:37:42,2017-07-27 23:39:22,50.0 - 1000.0,1,[144.9],93.0,[4.61],None
./to_push/data/2017-ULU01_0+1_20170727_233602.wav,2017-07-27 23:39:22,2017-07-27 23:41:02,50.0 - 1000.0,1,[374.0],85.0,[2.34],None
./to_push/data/2017-ULU01_0+1_20170729_123602.wav,2017-07-29 12:36:02,2017-07-29 12:37:42,50.0 - 1000.0,1,[142.9],96.0,[7.3],None
./to_push/data/2017-ULU01_0+1_20170729_123602.wav,2017-07-29 12:37:42,2017-07-29 12:39:22,50.0 - 1000.0,1,[139.6],92.0,[5.34],None
./to_push/data/2017-ULU01_0+1_20170729_123602.wav,2017-07-29 12:39:22,2017-07-29 12:41:02,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_190602.wav,2017-09-30 19:06:02,2017-09-30 19:07:42,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_190602.wav,2017-09-30 19:07:42,2017-09-30 19:09:22,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_190602.wav,2017-09-30 19:09:22,2017-09-30 19:11:02,50.0 - 1000.0,0,[],99.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_210602.wav,2017-07-28 21:06:02,2017-07-28 21:07:42,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_210602.wav,2017-07-28 21:07:42,2017-07-28 21:09:22,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_210602.wav,2017-07-28 21:09:22,2017-07-28 21:11:02,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_203602.wav,2017-09-30 20:36:02,2017-09-30 20:37:42,50.0 - 1000.0,0,[],95.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_203602.wav,2017-09-30 20:37:42,2017-09-30 20:39:22,50.0 - 1000.0,0,[],94.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_203602.wav,2017-09-30 20:39:22,2017-09-30 20:41:02,50.0 - 1000.0,0,[],95.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_223602.wav,2017-09-30 22:36:02,2017-09-30 22:37:42,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_223602.wav,2017-09-30 22:37:42,2017-09-30 22:39:22,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_223602.wav,2017-09-30 22:39:22,2017-09-30 22:41:02,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_113602.wav,2017-07-28 11:36:02,2017-07-28 11:37:42,50.0 - 1000.0,5,"[132.3, 204.0, 214.6, 408.5, 428.4]",92.0,[2.39 8.67 7.88 5.09 5.66],None
./to_push/data/2017-ULU01_0+1_20170728_113602.wav,2017-07-28 11:37:42,2017-07-28 11:39:22,50.0 - 1000.0,2,"[133.0, 374.6]",76.0,[4.53 8.47],None
./to_push/data/2017-ULU01_0+1_20170728_113602.wav,2017-07-28 11:39:22,2017-07-28 11:41:02,50.0 - 1000.0,4,"[132.3, 237.2, 374.0, 405.2]",83.0,[5.11 5.74 5.06 7.59],None
./to_push/data/2017-ULU01_0+1_20170728_100602.wav,2017-07-28 10:06:02,2017-07-28 10:07:42,50.0 - 1000.0,4,"[133.0, 144.9, 178.1, 374.6]",83.0,[4.28 6.42 6.72 6.89],None
./to_push/data/2017-ULU01_0+1_20170728_100602.wav,2017-07-28 10:07:42,2017-07-28 10:09:22,50.0 - 1000.0,8,"[89.8, 97.1, 133.0, 144.9, 178.1, 222.6, 289.0, 374.6]",88.0,[ 3.44  5.35 11.1   9.27  8.76  3.32  6.31  3.71],None
./to_push/data/2017-ULU01_0+1_20170728_100602.wav,2017-07-28 10:09:22,2017-07-28 10:11:02,50.0 - 1000.0,12,"[85.2, 99.8, 113.7, 132.3, 144.9, 165.5, 170.2, 178.1, 198.0, 231.2, 330.2, 395.9]",94.0,[ 4.67  2.83  2.2  11.53  3.11  1.44  3.08  8.69  7.08  3.17  5.53  6.42],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:06:02,2017-07-28 17:07:42,50.0 - 1000.0,1,[102.4],103.0,[9.31],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:07:42,2017-07-28 17:09:22,50.0 - 1000.0,2,"[99.1, 103.1]",96.0,[3.37 4.04],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:09:22,2017-07-28 17:11:02,50.0 - 1000.0,1,[150.2],99.0,[4.47],None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:36:02,2017-07-28 10:37:42,50.0 - 1000.0,13,"[67.9, 105.8, 128.3, 150.9, 158.2, 173.5, 184.8, 210.7, 237.2, 263.1, 289.7, 315.5, 374.0]",90.0,"[ 3.88 11.68  4.61  3.36  4.49  3.69  7.64  9.91  7.3   4.73  4.93  7.62
  4.68]",None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:37:42,2017-07-28 10:39:22,50.0 - 1000.0,13,"[67.9, 105.1, 127.7, 132.3, 150.2, 157.5, 172.2, 183.4, 210.0, 235.9, 261.8, 314.2, 374.0]",85.0,"[ 4.68 11.68  3.68  1.46  3.4   2.93  2.32  6.76 10.25  6.6   3.27  7.74
  5.92]",None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:39:22,2017-07-28 10:41:02,50.0 - 1000.0,9,"[67.9, 105.1, 127.0, 133.0, 149.6, 182.8, 208.7, 312.9, 374.6]",84.0,[ 5.21 11.38  3.3   4.24  2.77  6.32  8.93  6.63  7.44],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:36:02,2017-08-09 06:37:42,50.0 - 1000.0,4,"[113.1, 132.3, 138.3, 374.6]",81.0,[2.57 2.01 6.84 4.38],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:37:42,2017-08-09 06:39:22,50.0 - 1000.0,6,"[113.1, 125.7, 132.3, 138.3, 150.2, 374.6]",81.0,[2.44 2.1  2.18 7.   2.72 3.92],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:39:22,2017-08-09 06:41:02,50.0 - 1000.0,5,"[113.1, 132.3, 138.3, 150.9, 374.0]",81.0,[2.43 2.4  4.16 2.53 3.56],None
